Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean,week1_judge_score,week2_judge_score,week3_judge_score,week4_judge_score,week5_judge_score,week6_judge_score,week7_judge_score,week8_judge_score,week9_judge_score,week10_judge_score,week11_judge_score
328,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,,,,,,,,,9.0,False,False,11,9,9.0,0.0708715092620757,0.0640530028856016,0.0760317112017991,0.0843378127529454,0.0766854225166506,0.0763159040209163,0.0843074694216545,0.093836385531906,0.0650623221915795,,,0.0013894520029089567,0.0017738359201773836,0.0017090122688395704,0.0024871202700302007,0.002434726894121416,0.00273188635113414,0.003094378864814736,0.0035087052644245374,0.005235421513314503,,
329,Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.0166663807171821,0.0182503105324236,,,,,,,,,,0.0019683903374543552,0.0016629711751662971,,,,,,,,,
330,Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,,False,True,11,11,11.0,0.1876615701276003,0.2056482701035212,0.2218897732949628,0.2059899709385428,0.2226479812644758,0.2120168829598612,0.212526024253764,0.2570081427845052,0.2431008256236988,0.2641704414844977,0.2809454556465805,0.0021999656712725145,0.0021064301552106432,0.002278683025119427,0.0037898975543317346,0.0029473009770943455,0.0033823354823565546,0.003978487111904661,0.004210446317309445,0.0073295901186403055,0.008015050959545574,0.02462916684454398
331,Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.2181492437646701,0.2058835126932505,0.1963755074087226,0.208968742253869,0.2030249336040101,0.2160573106265776,0.216843662058121,0.2160164502741968,0.2155659825616744,0.2413204777848041,0.2615962465847347,0.0018526026705452756,0.0022172949002217295,0.0027344196301433126,0.0037898975543317346,0.003459875060067275,0.0032522456561120718,0.003978487111904661,0.005263057896636806,0.008376674421303206,0.008757185307651646,0.025925438783730506
332,Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.0227031421638106,0.0235095410558973,0.0261598792427423,0.0234168424486959,0.0248927455598477,0.023356505855813,0.0168896644035363,,,,,0.0019683903374543552,0.0021064301552106432,0.0018229464200955417,0.003316160360040268,0.002691013935607881,0.0032522456561120718,0.0036101086756171923,,,,
333,Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,,False,True,11,11,11.0,0.1790842371568355,0.1759105662621016,0.2040409098608938,0.20332347409616,0.2058424475184755,0.2119350123555027,0.2162115268088701,0.194544456993772,0.2301089638004333,0.2525022569099076,0.2660824294359633,0.0023157533381815945,0.0026607538802660754,0.0023926171763753983,0.0037898975543317346,0.0032035880185808103,0.003122155829867589,0.0038311357373896735,0.005438458072805389,0.007434298548906595,0.008015050959545574,0.02506125749093949
334,Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.0054638699434507,0.0052751390506946,0.0078921982502795,0.004112419663752,,,,,,,,0.002084178004363435,0.0019955654101995565,0.0017090122688395704,0.0024871202700302007,,,,,,,
335,Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,11,5,5.0,0.0104300284860532,0.0112939861776939,0.0095844431762091,0.0126916259230402,0.0082819729859731,,,,,,,0.002084178004363435,0.0022172949002217295,0.002278683025119427,0.0024871202700302007,0.002434726894121416,,,,,,
336,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.0198614363210733,0.0172100551632365,0.0154312024978032,0.017757968387924,0.0188386933328287,0.0162208458647909,0.017275637582224,0.0135027036577667,,,,0.0015052396698180363,0.0019955654101995565,0.00250655132763137,0.0026055545686030674,0.002434726894121416,0.003122155829867589,0.0038311357373896735,0.004736752106973125,,,
337,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,,,,,10.0,False,False,11,10,10.0,0.1048640506569085,0.1167940054000531,0.1231836381465727,0.1005574621265626,0.1152114921494759,0.1331565675948775,0.1168479104167559,0.1527568349272121,0.1509940753693509,0.1634709889068597,,0.002431541005090674,0.0016629711751662971,0.0020508147226074845,0.003316160360040268,0.003075444497837578,0.0023416168724006915,0.003978487111904661,0.004736717019920482,0.006073047072072718,0.008460331568409217,
338,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.0889356770652565,0.0966185384695086,0.1020291705002438,0.0991729596545243,0.1090119910787714,0.0927021566348511,0.0980942130250978,0.125829070782634,0.1408182342901506,0.1411992064117193,0.206081644428297,0.002431541005090674,0.002328159645232816,0.0021647488738634557,0.0028424231657488007,0.003075444497837578,0.0035124253086010375,0.0038311357373896735,0.005087587546362935,0.0054447964904749775,0.00860875843803043,0.025925438783730506
339,Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.0057848645834448,0.0030210520809904,,,,,,,,,,0.0013894520029089567,0.0016629711751662971,,,,,,,,,
340,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0,0.0132150867733845,0.0144547381049266,0.0138445625622369,0.0145896359628767,0.0161358588687197,0.0088222873728166,,,,,,0.0019683903374543552,0.0019955654101995565,0.00250655132763137,0.0026055545686030674,0.002691013935607881,0.00273188635113414,,,,,
341,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,,,,,10.0,False,False,11,10,10.0,0.1199528742813962,0.1168738170135847,0.1049580369884316,0.1118483916854017,0.1106336225873126,0.1194054870832465,0.1112928865275857,0.1450209898689667,0.1465545191684472,0.1675297609650573,,0.002084178004363435,0.0019955654101995565,0.0027344196301433126,0.0028424231657488007,0.00371616210155374,0.002861976177378623,0.003978487111904661,0.005263057896636806,0.006282505815977404,0.008460331568409217,
342,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.1180789650682949,0.1171437622575679,0.1196663251695239,0.1248339839637387,0.1103454134982061,0.1197907320318326,0.1109733614535733,0.1539996363938741,0.1603039028923453,0.1657108486144884,0.2548956764492811,0.0023157533381815945,0.002328159645232816,0.0027344196301433126,0.0028424231657488007,0.003331731539324043,0.0033823354823565546,0.004420541235449623,0.005263057896636806,0.006073047072072718,0.00890561217727286,0.025925438783730506
343,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,,,,,,,,,9.0,False,False,11,9,9.0,0.0410452284974551,0.0386996334595074,0.0397728538978833,0.040515575825871,0.0419035381274747,0.0395765281208766,0.0421216628113262,0.0540827975482685,0.0391643430118439,,,0.002084178004363435,0.0021064301552106432,0.0023926171763753983,0.0028424231657488007,0.003075444497837578,0.0035124253086010375,0.0038311357373896735,0.004736752106973125,0.005235379629942398,,
344,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,,False,True,11,11,11.0,0.1355332986170506,0.1245513159128385,0.1325873257168232,0.1350929835083991,0.1307773389721849,0.132513786105776,0.1305900828565174,0.1913803799876847,0.2015805203087079,0.1891662091152042,0.2831629717401973,0.0018526026705452756,0.0019955654101995565,0.0020508147226074845,0.0024871202700302007,0.003075444497837578,0.003122155829867589,0.003978487111904661,0.004210446317309445,0.005026004652781924,0.008311904698788003,0.02462916684454398
345,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.1227294181961045,0.1144509226391957,0.1176040527769394,0.1165835462175987,0.1217722618292802,0.1213038698026261,0.1357684609441243,0.1634275868335923,0.1605844049591535,0.1729229859866712,0.2558597073822243,0.0023157533381815945,0.0024390243902439024,0.0026204854788873413,0.0029608574643216674,0.003459875060067275,0.0035124253086010375,0.0035364329883596983,0.004912187370194353,0.006282505815977404,0.00890561217727286,0.025925438783730506
346,Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,11,3,3.0,0.0067145751745434,0.0052284062012438,0.0041380337232331,,,,,,,,,0.0012736643359998769,0.0017738359201773836,0.0013672098150716563,,,,,,,,
347,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.0968526024488226,0.1086992879759076,0.1001625776952207,0.1065116447769608,0.1013836133562257,0.1027195309597061,0.1217236417438281,,,,,0.0021999656712725145,0.0017738359201773836,0.0023926171763753983,0.0028424231657488007,0.003331731539324043,0.0035124253086010375,0.0032417302393297235,,,,
348,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,,,,,,,,,,,,,,,,,,True,False,11,7,7.0,0.1105380238867609,0.1096853400930502,0.1091455788985995,0.1157318023033497,0.1157042032135464,0.1137882084285993,0.1153121426389668,,,,,0.002084178004363435,0.0019955654101995565,0.00250655132763137,0.0024871202700302007,0.003075444497837578,0.0032522456561120718,0.003683784362874686,,,,
349,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0037711290541658,0.002718305595492,,,,,,,,,,0.0015052396698180363,0.0016629711751662971,,,,,,,,,
350,Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0643061643433664,0.0708098986217141,0.06478838502717,0.0686406062226877,,,,,,,,0.0027789040058179134,0.002549889135254989,0.0021647488738634557,0.003079291762894534,,,,,,,
351,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,,,,,,,,,9.0,False,False,10,9,9.0,0.0768363879796673,0.0762513442428262,0.0746382608257071,0.0757269321727426,0.0960570641125829,0.0990228825922289,0.0943507852379629,0.0871195368645062,0.138475286246804,,,0.0030104793396360727,0.002993348115299335,0.0026204854788873413,0.004322851897909635,0.004613166746756367,0.004423054092312417,0.005599352231569522,0.007368281055291528,0.007539006979172885,,
352,Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0817791617877445,0.0925593112394592,0.0862278257841349,0.0858483908649491,,,,,,,,0.0027789040058179134,0.0024390243902439024,0.002278683025119427,0.003375377509326701,,,,,,,
353,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.0204783888213638,0.0179309190155714,0.0213465178915745,0.0237357634048402,0.0274158747575238,0.0261825185762256,0.0197603615611928,,,,,0.0027789040058179134,0.0028824833702882483,0.00250655132763137,0.003849114703618168,0.004100592663783437,0.004423054092312417,0.004715243984479598,,,,
354,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,,,,,,,,,9.0,False,False,10,9,9.0,0.0972825692033982,0.1057564375607897,0.1093735006423266,0.1130735150297251,0.1235373407391518,0.1331328400580837,0.1311891735630438,0.1285444600595601,0.1788212506396314,,,0.0032420546734542323,0.0031042128603104213,0.0023926171763753983,0.004026766151477468,0.004613166746756367,0.004683233744801383,0.005009946733509573,0.007368281055291528,0.007853132269971756,,
355,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.1023057704955007,0.0996609912417494,0.1028850277918427,0.0987246274813546,0.1272476616751969,0.1109437241255717,0.1263668208270859,0.1302865670571016,0.1640375925006817,0.2263189817897384,,0.002431541005090674,0.002771618625277162,0.0021647488738634557,0.0037306804050453012,0.003588018580810508,0.005203593049779315,0.005009946733509573,0.00614023421274294,0.007853132269971756,0.011874149569697146,
356,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,,False,True,10,10,10.0,0.1168516829987673,0.117469636690788,0.1161547354141843,0.1172944866708186,0.1356846834880984,0.1290359662760168,0.1347335879548575,0.13975650109647,0.1972893013965251,0.2801458097227159,,0.0027789040058179134,0.0026607538802660754,0.0020508147226074845,0.0034345946586131345,0.004100592663783437,0.004683233744801383,0.005304649482539548,0.006666540002406621,0.007434298548906595,0.01128044209121229,
357,Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.0077878702796371,0.0075072931682267,0.0091442762213126,0.0087140032701699,0.0059655211719343,,,,,,,0.0031262670065451523,0.0033259423503325942,0.00250655132763137,0.003908331852904601,0.004613166746756367,,,,,,
358,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.1127369251972545,0.1057062037454988,0.1084519120350052,0.1084711951732548,0.1308885179511046,0.12615499213889,0.1270732578160752,0.1516354078926238,,,,0.0025473286719997538,0.002993348115299335,0.002278683025119427,0.003849114703618168,0.0043568797052699025,0.004943413397290349,0.005599352231569522,0.00561392842307926,,,
359,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.0990053516026009,0.0957700663390578,0.0920138088752398,0.0899619929775327,0.1108788898483656,0.1206556338937969,0.1074145148289479,0.1281336692502964,,,,0.002894691672726993,0.002993348115299335,0.0027344196301433126,0.004145200450050335,0.004613166746756367,0.004683233744801383,0.006188757729629472,0.006315669475964168,,,
360,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.5,9.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.0931688839148061,0.0923996369540813,0.0930129223284431,0.0958697349098912,0.1108352185193525,0.1151043912052609,0.1231735440997643,0.1152812179994972,0.1538744013329335,0.2396365741011507,,0.003357842340363312,0.003436807095343681,0.0027344196301433126,0.004145200450050335,0.005125740829729297,0.005203593049779315,0.00574670360608451,0.0071928457920703015,0.008376674421303206,0.011874149569697146,
361,Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0088063536451576,0.0101894062972041,0.0057130325022084,,,,,,,,,0.002894691672726993,0.0026607538802660754,0.0023926171763753983,,,,,,,,
362,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,7.0,7.0,8.0,7.5,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.0141685898591255,0.0115384705933301,0.0152792554011865,0.0129197192642913,0.014839728560362,0.0101206927614577,,,,,,0.0030104793396360727,0.0026607538802660754,0.0023926171763753983,0.003493811807899568,0.004613166746756367,0.0041628744398234515,,,,,
363,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.5,8.5,8.5,8.5,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10.0,10.0,10.0,9.5,10.0,9.5,10.0,,,,,,False,True,10,10,10.0,0.1007147708174435,0.0937320786942107,0.1009705392596637,0.1010190325577418,0.116649499176327,0.1296463583724671,0.13593795411107,0.1192426397799442,0.1675021678834238,0.2538986343863942,,0.0032420546734542323,0.003547671840354767,0.0027344196301433126,0.004026766151477468,0.0049975973089860645,0.004943413397290349,0.005009946733509573,0.007368281055291528,0.008271965991036917,0.011577295830454718,
364,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.003193975629704,,,,,,,,,,,0.002084178004363435,,,,,,,,,,
365,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.0047771615670481,0.0035878497801979,0.0025514139717991,,,,,,,,,0.002431541005090674,0.002328159645232816,0.0027344196301433126,,,,,,,,
366,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10,5,5.0,0.06705272126787,0.069081934874206,0.0759957208313675,0.0709528355523013,0.0720173858120788,,,,,,,0.0032420546734542323,0.0031042128603104213,0.0031901562351671978,0.0037898975543317346,0.005125740829729297,,,,,,
367,Joseph Baena,Daniella Karagach,Actor/Actress,California,United States,24,31,Eliminated Week 5,11,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,8.5,9.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.0893771912051555,0.0961056157260621,0.084126744614288,0.0953206362106295,0.0895350197883023,,,,,,,0.0026631163389088334,0.0026607538802660754,0.0033040903864231695,0.003316160360040268,0.004485023226013135,,,,,,
368,Trevor Donovan,Emma Slater,Actor/Actress,California,United States,39,31,Eliminated Week 9,6,5.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,10.0,9.0,10.0,10.0,9.25,10.25,9.25,10.25,8.5,8.0,8.0,8.0,,,,,,,,,9.0,False,False,10,9,9.0,0.0932817507891665,0.0834129204462401,0.0825117712738645,0.0866587376877381,0.0866554539830882,0.1073191073903582,0.1031803549041734,0.1099442688561818,0.1634476921069752,,,0.002431541005090674,0.0033259423503325942,0.0030762220839112265,0.003316160360040268,0.004613166746756367,0.004423054092312417,0.00574670360608451,0.006841975265627848,0.006806047967308855,,
