Unnamed: 0,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,elim_week_result,is_withdrew,is_place,season_max_week,last_week_positive,active_until,week1_q_hat,week2_q_hat,week3_q_hat,week4_q_hat,week5_q_hat,week6_q_hat,week7_q_hat,week8_q_hat,week9_q_hat,week10_q_hat,week11_q_hat,week1_p_mean,week2_p_mean,week3_p_mean,week4_p_mean,week5_p_mean,week6_p_mean,week7_p_mean,week8_p_mean,week9_p_mean,week10_p_mean,week11_p_mean
325,Ray Lewis,Cheryl Burke,Athlete,Florida,United States,44,28,Withdrew,11,5.0,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,11,2,2.0,0.04201839864253998,0.04451820254325867,,,,,,,,,,0.04160828789307196,0.045304145635090595,,,,,,,,,
326,Lamar Odom,Peta Murgatroyd,Athlete,New York,United States,39,28,Eliminated Week 4,10,5.0,3.0,3.0,,4.0,4.0,4.0,,4.0,4.0,4.0,,5.0,7.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.009259398095309734,0.009448522701859474,0.010518418624997139,0.010088091716170311,,,,,,,,0.009377356016759944,0.009502883825347289,0.011268611970064143,0.006051014965593836,,,,,,,
327,Sailor Brinkley-Cook,Valentin Chmerkovskiy,Model,New York,United States,21,28,Eliminated Week 6,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,8.0,8.0,,7.0,8.0,8.0,8.0,8.0,8.0,8.0,,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0,0.022674301639199257,0.024233195930719376,0.022988036274909973,0.024219531565904617,0.025063013657927513,0.0235101580619812,,,,,,0.02419125074116656,0.024411175305454547,0.022848182702898946,0.024888772611463262,0.025797423311810723,0.015761864894178884,,,,,
328,Sean Spicer,Lindsay Arnold,Politician,New York,United States,48,28,Eliminated Week 9,6,4.0,4.0,4.0,,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,6.0,5.0,5.0,7.0,6.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,6.0,,6.5,6.0,6.5,6.0,,,,,,,,,9.0,False,False,11,9,9.0,0.07350568473339081,0.06958654522895813,0.07885526120662689,0.08079040050506592,0.07798759639263153,0.07444087415933609,0.07927003502845764,0.08944158256053925,0.09684192389249802,,,0.07087150926207571,0.06405300288560162,0.0760317112017991,0.08433781275294544,0.0766854225166506,0.07631590402091636,0.0843074694216545,0.09383638553190603,0.06506232219157959,,
329,Mary Wilson,Brandon Armstrong,Singer/Rapper,Nevada,United States,75,28,Eliminated Week 2,12,6.0,5.0,6.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.01649813912808895,0.01851866953074932,,,,,,,,,,0.016666380717182114,0.018250310532423684,,,,,,,,,
330,Lauren Alaina,Gleb Savchenko,Singer/Rapper,Georgia,United States,24,28,4th Place,4,7.0,6.0,6.0,,6.0,6.0,7.0,,6.0,7.0,7.0,,8.0,8.0,8.0,8.0,8.0,7.0,8.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,9.0,9.0,8.5,8.5,9.0,9.0,9.0,,9.5,9.5,9.5,,,False,True,11,11,11.0,0.19070251286029816,0.20440560579299927,0.21688531339168549,0.20547626912593842,0.2227395921945572,0.2086501568555832,0.212559312582016,0.2523883879184723,0.23410913348197937,0.25463226437568665,0.27940720319747925,0.1876615701276003,0.20564827010352124,0.22188977329496287,0.20598997093854282,0.22264798126447585,0.21201688295986126,0.212526024253764,0.2570081427845052,0.2431008256236988,0.2641704414844977,0.2809454556465805
331,Ally Brooke,Sasha Farber,Singer/Rapper,Texas,United States,26,28,3rd Place,3,5.0,5.0,6.0,,7.0,6.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,9.0,9.0,9.0,,8.0,9.0,8.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,9.5,10.0,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.21083196997642517,0.20191991329193115,0.19606325030326843,0.20836590230464935,0.20323827862739563,0.2169160544872284,0.2155684232711792,0.21449041366577148,0.20715948939323425,0.23291407525539398,0.2634675204753876,0.2181492437646701,0.20588351269325053,0.19637550740872262,0.20896874225386908,0.20302493360401014,0.2160573106265776,0.216843662058121,0.21601645027419686,0.2155659825616744,0.24132047778480412,0.26159624658473474
332,Karamo Brown,Jenna Johnson,TV Personality,Texas,United States,38,28,Eliminated Week 7,8,6.0,5.0,6.0,,7.0,5.0,7.0,,5.0,5.0,6.0,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,9.0,8.0,8.0,,8.5,8.0,8.0,,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.02202482335269451,0.022282922640442848,0.02652044966816902,0.024282576516270638,0.025599280372262,0.023320427164435387,0.024861393496394157,,,,,0.022703142163810655,0.023509541055897386,0.026159879242742354,0.023416842448695924,0.024892745559847773,0.02335650585581305,0.016889664403536335,,,,
333,Hannah Brown,Alan Bersten,TV Personality,Alabama,United States,24,28,1st Place,1,7.0,7.0,6.0,,8.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,8.0,9.0,7.0,9.0,,8.0,8.0,8.0,,8.5,9.0,8.5,,10.6666,9.6666,10.6666,,9.0,8.5,9.0,9.0,9.0,9.0,9.0,,10.0,9.5,9.5,,,False,True,11,11,11.0,0.18088187277317047,0.17525722086429596,0.20574630796909332,0.20062027871608734,0.2062571942806244,0.21409611403942108,0.21343643963336945,0.20049823820590973,0.22544248402118683,0.24863645434379578,0.2662249803543091,0.17908423715683555,0.17591056626210164,0.20404090986089388,0.20332347409616006,0.20584244751847555,0.2119350123555027,0.2162115268088701,0.19454445699377207,0.23010896380043336,0.2525022569099076,0.2660824294359633
334,Anne Heche,Keo Motsepe,Actor/Actress,Ohio,United States,51,29,Eliminated Week 4,13,6.0,6.0,6.0,,6.0,6.0,6.0,,5.0,5.0,5.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,11,4,4.0,0.006012612022459507,0.005989177618175745,0.0067133065313100815,0.006291309837251902,,,,,,,,0.0054638699434507105,0.0052751390506946124,0.007892198250279526,0.004112419663752067,,,,,,,
335,Jesse Metcalfe,Sharna Burgess,Actor/Actress,California,United States,41,29,Eliminated Week 5,12,6.0,6.0,6.0,,7.0,7.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,11,5,5.0,0.010446696542203426,0.0099813062697649,0.010542700067162514,0.010931449010968208,0.011808805167675018,,,,,,,0.010430028486053226,0.01129398617769396,0.009584443176209115,0.012691625923040227,0.008281972985973132,,,,,,
336,Chrishell Stause,Gleb Savchenko,Actor/Actress,Kentucky,United States,39,29,Eliminated Week 8,8,4.0,5.0,4.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,,,,,,,,,,,,,8.0,False,False,11,8,8.0,0.019119257107377052,0.017071593552827835,0.016612602397799492,0.017601951956748962,0.01937880739569664,0.01748402789235115,0.01758786290884018,0.02289099618792534,,,,0.019861436321073397,0.01721005516323651,0.015431202497803234,0.01775796838792407,0.018838693332828775,0.01622084586479097,0.017275637582224033,0.013502703657766759,,,
337,Skai Jackson,Alan Bersten,Actor/Actress,New York,United States,18,29,Eliminated Week 10,5,7.0,7.0,7.0,,5.0,5.0,5.0,,6.0,6.0,6.0,,10.0,9.0,9.0,,8.0,8.0,8.0,,6.0,6.0,6.0,,9.0,9.0,9.0,,8.6666,9.6666,8.6666,,9.6666,9.6666,9.6666,,9.5,9.5,9.5,,,,,,10.0,False,False,11,10,10.0,0.10516854375600815,0.11907868087291718,0.11800127476453781,0.10294149816036224,0.11495949327945709,0.13006940484046936,0.11272351443767548,0.14991463720798492,0.14486438035964966,0.16174761950969696,,0.10486405065690857,0.11679400540005312,0.12318363814657278,0.10055746212656268,0.11521149214947593,0.13315656759487757,0.11684791041675598,0.15275683492721218,0.15099407536935092,0.16347098890685977,
338,Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,8.0,,9.6666,9.6666,9.6666,,8.6666,8.6666,8.6666,,9.5,10.0,9.5,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.09330036491155624,0.09322763234376907,0.10258977115154266,0.09850024431943893,0.10198879987001419,0.0953412875533104,0.1022118553519249,0.1263892650604248,0.14037786424160004,0.1411794275045395,0.20455071330070496,0.08893567706525654,0.09661853846950867,0.10202917050024386,0.09917295965452434,0.1090119910787714,0.09270215663485118,0.0980942130250978,0.12582907078263403,0.14081823429015064,0.1411992064117193,0.20608164442829704
339,Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,4.0,4.0,4.0,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,11,2,2.0,0.005639491602778435,0.005244284402579069,,,,,,,,,,0.005784864583444809,0.003021052080990454,,,,,,,,,
340,Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5.0,6.0,6.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,False,False,11,6,6.0,0.014440027996897697,0.014072522521018982,0.013692780397832394,0.014506780542433262,0.01535126194357872,0.015355696901679039,,,,,,0.0132150867733845,0.014454738104926607,0.01384456256223697,0.014589635962876773,0.0161358588687197,0.008822287372816656,,,,,
341,Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,10.0,10.0,9.0,,7.0,8.0,7.0,,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.5,9.5,9.5,,,,,,10.0,False,False,11,10,10.0,0.11592525243759155,0.1154734417796135,0.10790228098630905,0.11462144553661346,0.10751782357692719,0.12335896492004395,0.11639156192541122,0.14335112273693085,0.14522218704223633,0.16700667142868042,,0.11995287428139621,0.11687381701358471,0.10495803698843166,0.11184839168540171,0.11063362258731263,0.1194054870832465,0.11129288652758573,0.1450209898689667,0.1465545191684472,0.16752976096505737,
342,Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7.0,7.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,9.0,9.0,,9.0,9.0,8.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,9.6666,9.6666,9.6666,,10.0,10.0,10.0,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.11761142313480377,0.11497689038515091,0.1143617108464241,0.12148571014404297,0.12091997265815735,0.12010880559682846,0.11551863700151443,0.15193985402584076,0.15851850807666779,0.16853605210781097,0.25230923295021057,0.11807896506829492,0.1171437622575679,0.11966632516952395,0.1248339839637387,0.11034541349820615,0.11979073203183264,0.11097336145357334,0.1539996363938741,0.1603039028923453,0.16571084861448845,0.25489567644928113
343,AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,7.6666,8.6666,8.6666,,,,,,,,,,9.0,False,False,11,9,9.0,0.041672445833683014,0.04065418615937233,0.04121372476220131,0.04120475426316261,0.04266813024878502,0.039885200560092926,0.04275944456458092,0.055650096386671066,0.06048016622662544,,,0.04104522849745515,0.03869963345950748,0.03977285389788334,0.04051557582587105,0.04190353812747475,0.03957652812087668,0.042121662811326246,0.05408279754826856,0.03916434301184397,,
344,Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5.0,5.0,6.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,9.5,9.5,9.5,,,False,True,11,11,11.0,0.13506203889846802,0.12877660989761353,0.13585886359214783,0.13528655469417572,0.13237345218658447,0.13186484575271606,0.1297987699508667,0.18642422556877136,0.19325581192970276,0.189297616481781,0.2852728068828583,0.13553329861705068,0.12455131591283855,0.1325873257168232,0.1350929835083991,0.1307773389721849,0.13251378610577605,0.1305900828565174,0.19138037998768478,0.20158052030870793,0.18916620911520426,0.28316297174019733
345,Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,,Canada,35,29,1st Place,1,6.0,7.0,7.0,,7.0,8.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,7.0,9.0,8.0,,9.0,10.0,9.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,,False,True,11,11,11.0,0.12019815295934677,0.11508297175168991,0.1192639023065567,0.12183926999568939,0.1211545541882515,0.1201784610748291,0.1346001923084259,0.1634397655725479,0.1572810560464859,0.17223264276981354,0.2578672766685486,0.12272941819610451,0.11445092263919578,0.11760405277693942,0.11658354621759873,0.12177226182928022,0.12130386980262617,0.13576846094412431,0.16342758683359235,0.1605844049591535,0.17292298598667127,0.2558597073822243
346,Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,4.0,4.0,3.0,,6.0,5.0,5.0,,5.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,11,3,3.0,0.006716966163367033,0.005985099356621504,0.006838517263531685,,,,,,,,,0.006714575174543414,0.005228406201243852,0.004138033723233129,,,,,,,,
347,Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6.0,7.0,6.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,9.0,9.0,8.0,,9.0,9.0,9.0,,7.0,8.0,7.0,,,,,,,,,,,,,,,,,,7.0,False,False,11,7,7.0,0.09965455532073975,0.10577843338251114,0.10073474049568176,0.10070300102233887,0.10023906826972961,0.09748510271310806,0.11406051367521286,,,,,0.09685260244882263,0.10869928797590765,0.10016257769522072,0.10651164477696086,0.10138361335622577,0.10271953095970611,0.12172364174382812,,,,
348,Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6.0,6.0,6.0,,6.0,6.0,6.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,9.0,,8.0,9.0,8.0,,,,,,,,,,,,,,,,,,,True,False,11,7,7.0,0.10903219878673553,0.10860724747180939,0.10567384958267212,0.11408606171607971,0.11163989454507828,0.10886821150779724,0.11434759199619293,,,,,0.11053802388676098,0.10968534009305021,0.10914557889859954,0.11573180230334974,0.11570420321354644,0.11378820842859931,0.11531214263896682,,,,
349,Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,False,False,10,2,2.0,0.0038758236914873123,0.0038182924035936594,,,,,,,,,,0.0037711290541658457,0.0027183055954920253,,,,,,,,,
350,Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,,6.5,6.0,7.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.0642542690038681,0.06672950088977814,0.06613960862159729,0.06971084326505661,,,,,,,,0.06430616434336645,0.07080989862171412,0.06478838502717,0.06864060622268779,,,,,,,
351,Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,8.0,,9.0,9.5,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,9.0,9.5,9.5,9.5,9.5,10.5,10.5,10.5,10.5,8.5,9.5,9.0,9.0,,,,,,,,,9.0,False,False,10,9,9.0,0.07687119394540787,0.0776272714138031,0.07562901824712753,0.0745648667216301,0.09128967672586441,0.09836021065711975,0.09289264678955078,0.0912933349609375,0.1369411051273346,,,0.07683638797966737,0.07625134424282622,0.07463826082570714,0.07572693217274262,0.09605706411258293,0.09902288259222897,0.09435078523796295,0.08711953686450626,0.13847528624680405,,
352,Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,,7.0,6.5,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,False,False,10,4,4.0,0.08473047614097595,0.08930408954620361,0.08556973189115524,0.08884628862142563,,,,,,,,0.08177916178774451,0.09255931123945925,0.08622782578413497,0.08584839086494914,,,,,,,
353,"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6.0,6.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,7.0,False,False,10,7,7.0,0.022195182740688324,0.02205096185207367,0.021576492115855217,0.022040516138076782,0.02710654027760029,0.02753092534840107,0.02885693497955799,,,,,0.020478388821363852,0.01793091901557142,0.021346517891574577,0.023735763404840217,0.02741587475752383,0.02618251857622566,0.01976036156119282,,,,
354,Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,8.5,8.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,10.0,9.0,9.5,9.0,,,,,,,,,9.0,False,False,10,9,9.0,0.09954781085252762,0.10217958688735962,0.10495349019765854,0.10305462777614594,0.12193742394447327,0.12734465301036835,0.13301345705986023,0.12195207178592682,0.17614009976387024,,,0.09728256920339821,0.10575643756078976,0.10937350064232661,0.11307351502972512,0.1235373407391518,0.13313284005808376,0.13118917356304383,0.12854446005956016,0.17882125063963142,,
355,Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7.0,4.0,5.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,,8.5,6.5,8.5,8.0,7.0,7.0,7.0,7.0,10.0,10.0,10.0,10.0,9.5,7.5,8.5,8.5,9.0,8.0,9.0,9.0,9.5,9.0,10.0,9.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.10418599098920822,0.10026457905769348,0.1023637056350708,0.10011100769042969,0.12883375585079193,0.11233025789260864,0.12487674504518509,0.1302982121706009,0.16538779437541962,0.23071469366550446,,0.10230577049550071,0.09966099124174942,0.10288502779184273,0.09872462748135462,0.12724766167519694,0.11094372412557177,0.12636682082708595,0.13028656705710162,0.1640375925006817,0.22631898178973842,
356,Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,7.5,6.5,7.5,7.5,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.5,8.5,9.5,9.5,10.0,10.0,9.0,9.0,9.0,9.0,8.5,9.0,9.5,9.5,9.5,9.5,,,,,,False,True,10,10,10.0,0.11089874058961868,0.11348196864128113,0.11634975671768188,0.11550018936395645,0.13542650640010834,0.13332410156726837,0.13450492918491364,0.1374652236700058,0.19394180178642273,0.27659812569618225,,0.11685168299876737,0.11746963669078803,0.1161547354141843,0.11729448667081865,0.1356846834880984,0.12903596627601688,0.13473358795485754,0.13975650109647003,0.19728930139652512,0.2801458097227159,
357,Melanie C,Gleb Savchenko,Singer/Rapper,,England,47,30,Eliminated Week 5,11,7.0,7.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,8.0,8.5,8.5,9.0,9.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,False,False,10,5,5.0,0.00838584452867508,0.008228090591728687,0.008540668524801731,0.008665242232382298,0.010114128701388836,,,,,,,0.007787870279637123,0.007507293168226773,0.009144276221312664,0.008714003270169914,0.005965521171934371,,,,,,
358,Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6.0,5.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,,8.5,7.5,8.5,8.0,8.0,8.0,9.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.1123562827706337,0.10662347823381424,0.11000080406665802,0.10816863924264908,0.12915480136871338,0.12693485617637634,0.12760493159294128,0.15082566440105438,,,,0.11273692519725453,0.10570620374549883,0.10845191203500523,0.1084711951732548,0.1308885179511046,0.12615499213889,0.1270732578160752,0.15163540789262384,,,
359,Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,8.0,8.0,,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,9.0,11.0,11.0,9.0,9.0,9.0,9.0,,,,,,,,,,,,,8.0,False,False,10,8,8.0,0.0964886024594307,0.09593518078327179,0.09170238673686981,0.09405636787414551,0.11282632499933243,0.11782360821962357,0.1070978194475174,0.12603649497032166,,,,0.09900535160260092,0.0957700663390578,0.0920138088752398,0.08996199297753277,0.11087888984836562,0.1206556338937969,0.1074145148289479,0.12813366925029648,,,
360,JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,8.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,,8.5,8.5,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.5,9.5,10.5,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,False,True,10,10,10.0,0.09364648163318634,0.0933954045176506,0.09470219910144806,0.09713283181190491,0.10983110219240189,0.11430583894252777,0.11651811003684998,0.11869266629219055,0.1580529659986496,0.2347894310951233,,0.09316888391480616,0.09239963695408132,0.09301292232844315,0.09586973490989129,0.1108352185193525,0.11510439120526095,0.12317354409976432,0.11528121799949727,0.1538744013329335,0.2396365741011507,
361,Christine Chiu,Pasha Pashkov,TV Personality,,Taiwan China,38,30,Eliminated Week 3,14,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.008840098977088928,0.009187686257064342,0.008896094746887684,,,,,,,,,0.008806353645157671,0.010189406297204141,0.005713032502208443,,,,,,,,
362,Kenya Moore,Brandon Armstrong,TV Personality,Michigan,United States,50,30,Eliminated Week 6,10,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,,7.0,7.0,8.0,7.5,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,6.0,False,False,10,6,6.0,0.012967492453753948,0.013688432984054089,0.013253764249384403,0.01383630745112896,0.0153990862891078,0.017116697505116463,,,,,,0.014168589859125533,0.011538470593330123,0.015279255401186508,0.012919719264291366,0.014839728560362047,0.010120692761457778,,,,,
363,Amanda Kloots,Alan Bersten,TV Personality,Ohio,United States,39,30,4th Place,4,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.5,8.5,8.5,8.5,10.0,10.0,9.0,10.0,9.0,9.0,10.0,10.0,8.25,8.25,8.25,9.25,10.5,10.5,10.5,10.5,9.5,10.0,10.0,10.0,9.5,10.0,9.5,10.0,,,,,,False,True,10,10,10.0,0.1007557362318039,0.09748535603284836,0.10032227635383606,0.1043122261762619,0.11808069050312042,0.12492886185646057,0.1346343606710434,0.12343630939722061,0.1695362776517868,0.2578977644443512,,0.10071477081744358,0.09373207869421075,0.10097053925966379,0.10101903255774189,0.116649499176327,0.12964635837246713,0.13593795411107,0.11924263977994423,0.16750216788342387,0.25389863438639426,
364,Jason Lewis,Peta Murgatroyd,Actor/Actress,California,United States,51,31,Eliminated Week 1,16,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,False,False,10,1,1.0,0.0054492955096066,,,,,,,,,,,0.0031939756297040814,,,,,,,,,,
365,Cheryl Ladd,Louis van Amstel,Actor/Actress,South Dakota,United States,71,31,Eliminated Week 3,14,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,False,False,10,3,3.0,0.004621721338480711,0.004853973630815744,0.004751869477331638,,,,,,,,,0.004777161567048171,0.003587849780197972,0.0025514139717991305,,,,,,,,
366,Selma Blair,Sasha Farber,Actor/Actress,Michigan,United States,50,31,Withdrew,12,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,10,5,5.0,0.06780063360929489,0.071750208735466,0.0731167197227478,0.07173977792263031,0.07012714445590973,,,,,,,0.06705272126787001,0.06908193487420602,0.07599572083136755,0.07095283555230132,0.07201738581207881,,,,,,
